Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,dem_tile,dem_row,dem_column,elevation_m,slope_deg,aspect_deg
22473,MZ/AIZ/83D16/2016/38,Mizoram,Aizawl,North Chaltlang,24.022188,92.771891,N24E092,3520,2779,806.0,25.6462,162.2695
22474,MZ/AIZ/83D16/2016/39,Mizoram,Aizawl,North Chaltlang,24.022347,92.772075,N24E092,3520,2779,806.0,25.6462,162.2695
22475,MZ/AIZ/83D16/2016/40,Mizoram,Aizawl,North Chaltlang,24.022376,92.77308,N24E092,3519,2783,829.0,24.6246,183.8799
22476,MZ/CHA/83H04/2017/5,Mizoram,Champhai,3.5 km milestone to Tuival river,24.023861,93.248192,N24E093,3514,893,594.0,25.0369,141.2396
22477,MZ/CHA/83H04/2017/1,Mizoram,Champhai,KhawdungseiChiahpui,24.023916,93.194336,N24E093,3514,700,1261.0,40.3813,168.5821
22478,MZ/CHA/83H04/2017/12,Mizoram,Champhai,KhawdungseiChiahpui,24.023945,93.195663,N24E093,3514,704,1260.0,37.8838,152.1615
22479,MZ/AIZ/83D16/2016/41,Mizoram,Aizawl,North Chaltlang,24.024289,92.771361,N24E092,3513,2777,856.0,6.5425,297.3052
22480,MZ/AIZ/83D16/2016/98,Mizoram,Aizawl,North of Serzawl,24.024826,92.888859,N24E092,3511,3200,1195.0,17.5695,112.5467
22481,MZ/AIZ/83D16/2016/69,Mizoram,Aizawl,North Chaltlang,24.025094,92.769158,N24E092,3510,2769,870.0,17.9938,215.9153
22482,MZ/AIZ/83D16/2016/93,Mizoram,Aizawl,on the way to N. Serzawl,24.025487,92.907485,N24E092,3508,3267,1031.0,31.4613,262.7807
22483,MZ/AIZ/83D16/2016/76,Mizoram,Aizawl,5.8km north of Darlawn,24.025506,92.915628,N24E092,3508,3296,1033.0,40.1711,350.9407
22484,MZ/KOL/83D12/2016/15,Mizoram,Aizawl,8.5km S of Sailut,24.025542,92.91546,N24E092,3508,3296,1033.0,40.1711,350.9407
22485,MZ/AIZ/83D16/2016/75,Mizoram,Aizawl,5.5km north of Darlawn,24.025676,92.914807,N24E092,3508,3293,1042.0,39.15,22.3937
22486,MZ/CHA/83H04/2017/6,Mizoram,Champhai,5.5 km milestone to Tuival river,24.026138,93.240166,N24E093,3506,865,691.0,27.5511,70.515
22487,MZ/AIZ/83D16/2016/74,Mizoram,Aizawl,5km N. Of Darlawn,24.026556,92.911915,N24E092,3504,3283,1044.0,36.2939,24.6007
22488,MZ/AIZ/83D16/2016/73,Mizoram,Aizawl,North of Darlawn,24.028721,92.909301,N24E092,3497,3273,1068.0,17.3816,63.0962
22489,MZ/KOL/83D12/2016/13,Mizoram,Kolasib,New Kawnpui(HM motors),24.030186,92.673377,N24E092,3491,2424,731.0,24.4433,135.4212
22490,MZ/AIZ/83D16/2016/97,Mizoram,Aizawl,towards N. Serzawl,24.030416,92.901491,N24E092,3491,3245,974.0,23.0702,102.0658
22491,MZ/KOL/83D12/2016/9,Mizoram,Kolasib,way to Maulvum,24.030588,92.668422,N24E092,3490,2406,914.0,30.163,87.206
22492,MZ/AIZ/83D16/2016/71,Mizoram,Aizawl,Turial road,24.030793,92.793313,N24E092,3489,2856,632.0,27.3363,36.2591
22493,MZ/KOL/83D12/2016/12,Mizoram,Kolasib,Kawnpui,24.033563,92.674267,N24E092,3479,2427,767.0,22.9423,162.9556
22494,MZ/AIZ/83D16/2016/42,Mizoram,Aizawl,N. Of North Chaltlang,24.036336,92.770846,N24E092,3469,2775,945.0,31.7006,285.974
22495,MZ/AIZ/83D16/2016/43,Mizoram,Aizawl,North Chaltlang,24.036893,92.771278,N24E092,3467,2777,945.0,28.2803,318.7829
22496,MZ/AIZ/83D16/2016/77,Mizoram,Aizawl,6km south of Sailutar,24.037336,92.922455,N24E092,3466,3321,913.0,25.7407,59.7602
22497,MZ/KOL/83D12/2016/14,Mizoram,Aizawl,6km S of Sailut,24.037395,92.922461,N24E092,3465,3321,908.0,25.2191,78.0987
22498,MZ/AIZ/83D16/2016/78,Mizoram,Aizawl,6km south of Sailutar,24.037574,92.922489,N24E092,3465,3321,908.0,25.2191,78.0987
22499,MZ/AIZ/83H04/2017/10,Mizoram,Aizawl,TlangnuamDaido section,24.038279,93.140945,N24E093,3462,507,1037.0,22.6174,91.1132
22500,MZ/AIZ/83D16/2016/70,Mizoram,Aizawl,Turial road,24.039744,92.780045,N24E092,3457,2808,877.0,39.997,129.5461
22501,MZ/CHA/83H04/2017/2,Mizoram,Champhai,9.5 km milestone to Tuival river,24.039833,93.232864,N24E093,3457,838,941.0,38.4233,180.6402
22502,MZ/AIZ/83D16/2016/45,Mizoram,Aizawl,N. Of North Chaltlang,24.040703,92.774277,N24E092,3453,2787,941.0,12.9761,270.0
22503,MZ/AIZ/83D16/2016/44,Mizoram,Aizawl,N. Of North Chaltlang,24.040967,92.774357,N24E092,3453,2788,943.0,3.9438,176.3146
22505,MZ/AIZ/83D16/2016/67,Mizoram,Aizawl,South of Bukpui village,24.043187,92.77542,N24E092,3445,2792,977.0,31.1128,273.075
22506,MZ/AIZ/83H04/2017/13,Mizoram,Aizawl,"VanbawngTuivai R, east of",24.043417,93.066307,N24E093,3444,239,910.0,25.064,65.4577
22507,MZ/AIZ/83D16/2016/68,Mizoram,Aizawl,South of Bukpui village,24.043492,92.775423,N24E092,3443,2792,977.0,30.3547,255.5951
22508,MZ/AIZ/83D16/2016/66,Mizoram,Aizawl,South of Bukpui village,24.045278,92.775169,N24E092,3437,2791,959.0,27.4919,278.9479
22509,MZ/AIZ/83H04/2017/14,Mizoram,Aizawl,VanbawngN Khawlek section,24.046499,93.04422,N24E093,3433,159,1217.0,16.9555,165.694
22510,MZ/AIZ/83H04/2017/11,Mizoram,Aizawl,VanbawngTuivai R,24.047916,93.056946,N24E093,3428,205,1229.0,44.61,112.9377
22511,MZ/AIZ/83H04/2017/3,Mizoram,Aizawl,"VanbawngTuivai R, east of",24.048695,93.061638,N24E093,3425,222,1090.0,36.0123,208.3954
22512,MZ/MAM/83D08/2020/2,Mizoram,Mamit,South of Rengdil village slide 2,24.05,92.38,N24E092,3420,1368,649.0,31.1892,275.3703
22513,MZ/MAM/83D08/2020/3,Mizoram,Mamit,South of Rengdil village slide 1,24.05,92.38,N24E092,3420,1368,649.0,31.1892,275.3703
22514,MZ/AIZ/83D16/2016/65,Mizoram,Aizawl,South of Bukpui village,24.050391,92.775525,N24E092,3419,2792,966.0,36.1484,287.7398
22515,MZ/AIZ/83D16/2016/64,Mizoram,Aizawl,South of Bukpui village,24.053275,92.77647,N24E092,3408,2795,979.0,31.7174,278.2828
22516,MZ/AIZ/83D16/2016/79,Mizoram,Aizawl,4km south of Sailutar,24.056205,92.916817,N24E092,3398,3301,864.0,21.263,106.9293
22517,MZ/MAM/83D08/2020/4,Mizoram,Mamit,South of Rengdil slide,24.06,92.39,N24E092,3384,1404,564.0,23.9029,90.0
22518,MZ/AIZ/83D16/2016/80,Mizoram,Aizawl,1km south of Sailutar,24.061004,92.925342,N24E092,3380,3331,810.0,34.7912,14.7829
22519,MZ/AIZ/83D16/2016/81,Mizoram,Aizawl,1km south of Sailutar,24.062429,92.922576,N24E092,3375,3321,783.0,24.1021,354.3143
22520,MZ/AIZ/83D16/2016/96,Mizoram,Aizawl,Sunhluchip,24.066822,92.893593,N24E092,3359,3217,1003.0,12.392,159.9445
22521,MZ/AIZ/83D16/2016/95,Mizoram,Aizawl,Sunhluchip,24.067478,92.893471,N24E092,3357,3216,1006.0,3.4207,318.1371
22522,MZ/AIZ/83D16/2016/94,Mizoram,Aizawl,Sunhluchip playground,24.067576,92.893076,N24E092,3357,3215,1003.0,6.072,270.0
22523,MZ/AIZ/83D16/2016/83,Mizoram,Aizawl,Sailutar village,24.069401,92.91857,N24E092,3350,3307,753.0,14.0462,73.0723
22524,MZ/AIZ/83D16/2016/84,Mizoram,Aizawl,Sailutar village,24.069728,92.918457,N24E092,3349,3306,757.0,5.4412,77.7351
22525,MZ/AIZ/83D16/2016/85,Mizoram,Aizawl,Sailutar village,24.069857,92.918457,N24E092,3349,3306,757.0,5.4412,77.7352
22526,MZ/AIZ/83D16/2016/63,Mizoram,Aizawl,2km S. Of Bukpui village,24.070285,92.787738,N24E092,3347,2836,971.0,27.953,298.7151
22527,MZ/AIZ/83D16/2016/86,Mizoram,Aizawl,8km south of Ratu,24.07462,92.91518,N24E092,3331,3295,764.0,34.8113,51.0534
22528,MZ/AIZ/83D16/2016/62,Mizoram,Aizawl,S. Of Bukpui village,24.076035,92.790672,N24E092,3326,2846,949.0,22.0061,80.7806
22529,MZ/AIZ/83D16/2016/61,Mizoram,Aizawl,S. Of Bukpui village,24.077014,92.790809,N24E092,3323,2847,933.0,35.1201,84.7177
22530,MZ/AIZ/83D16/2016/87,Mizoram,Aizawl,7km south of Ratu,24.078041,92.914114,N24E092,3319,3291,777.0,23.7668,75.0888
22531,MZ/AIZ/83D16/2016/60,Mizoram,Aizawl,S. Of Bukpui village,24.07814,92.790905,N24E092,3319,2847,936.0,27.6604,130.4351
22532,MZ/AIZ/83D16/2016/59,Mizoram,Aizawl,S. Of Bukpui village,24.078422,92.792189,N24E092,3318,2852,919.0,39.1174,144.7038
22533,MZ/MAM/83D08/2020/9,Mizoram,Mamit,West of Zamuang-Rengdil section,24.08,92.39,N24E092,3312,1404,551.0,12.483,320.154
22534,MZ/KOL/83D12/2020/6,Mizoram,Mamit,Damdial slide,24.08,92.51,N24E092,3312,1836,647.0,27.6982,103.8261
22535,MZ/AIZ/83D16/2016/88,Mizoram,Aizawl,7km south of Ratu,24.080938,92.914167,N24E092,3309,3291,801.0,28.3991,127.3211
22536,MZ/AIZ/83D16/2016/58,Mizoram,Aizawl,Bukpui village,24.081381,92.793089,N24E092,3307,2855,911.0,18.5685,180.7561
22537,MZ/MAM/83D08/2020/5,Mizoram,Mamit,West of Zamuang-Rengdil section,24.09,92.37,N24E092,3276,1332,155.0,17.2796,117.9269
22538,MZ/MAM/83D08/2020/6,Mizoram,Mamit,West of Zamuang-Rengdil section,24.09,92.37,N24E092,3276,1332,155.0,17.2796,117.9269
22539,MZ/MAM/83D08/2020/7,Mizoram,Mamit,West of Zamuang-Rengdil section,24.09,92.37,N24E092,3276,1332,155.0,17.2796,117.9269
22541,MZ/AIZ/83D16/2016/46,Mizoram,Aizawl,N of Bukpui,24.091081,92.795582,N24E092,3272,2864,922.0,20.4266,358.6359
22542,MZ/AIZ/83D16/2016/47,Mizoram,Aizawl,N of Bukpui,24.09109,92.795724,N24E092,3272,2865,923.0,20.1304,333.4178
22543,MZ/AIZ/83D16/2016/48,Mizoram,Aizawl,N of Bukpui,24.09123,92.795928,N24E092,3272,2865,923.0,20.1304,333.4178
22544,MZ/AIZ/83D16/2016/49,Mizoram,Aizawl,N of Bukpui,24.091359,92.796008,N24E092,3271,2866,916.0,29.5591,334.0408
22545,MZ/AIZ/83D16/2016/50,Mizoram,Aizawl,N of Bukpui,24.091664,92.796134,N24E092,3270,2866,898.0,23.4191,332.576
22546,MZ/AIZ/83D16/2016/52,Mizoram,Aizawl,N of Bukpui towards thingdawl,24.09176,92.803968,N24E092,3270,2894,654.0,20.3362,83.1016
22547,MZ/AIZ/83D16/2016/89,Mizoram,Aizawl,5km south of Ratu,24.094248,92.917745,N24E092,3261,3304,785.0,31.4034,60.6231
22548,MZ/AIZ/83D16/2016/92,Mizoram,Aizawl,3km south of Ratu,24.097858,92.918738,N24E092,3248,3307,789.0,33.7731,157.7988
22549,MZ/AIZ/83D16/2016/90,Mizoram,Aizawl,1km south of Ratu,24.099117,92.916676,N24E092,3243,3300,809.0,30.9008,39.5709
22550,MZ/MAM/83D08/2020/8,Mizoram,Mamit,West of Zamuang-Rengdil section,24.1,92.37,N24E092,3240,1332,110.0,12.503,258.4192
22551,MZ/MAM/83D08/2020/20,Mizoram,Mamit,East of Zamuang slide,24.1,92.42,N24E092,3240,1512,141.0,10.467,62.6115
22552,MZ/KOL/83D12/2020/5,Mizoram,Mamit,North of Damdial slide,24.1,92.51,N24E092,3240,1836,579.0,40.2683,258.1455
22553,MZ/AIZ/83D16/2016/91,Mizoram,Aizawl,1km south of Ratu,24.100401,92.915441,N24E092,3239,3296,817.0,14.4978,60.9759
22554,MZ/AIZ/83D16/2016/51,Mizoram,Aizawl,N of Bukpui,24.102008,92.791628,N24E092,3233,2850,896.0,23.7053,268.4155
22555,MZ/AIZ/83D16/2016/29,Mizoram,Aizawl,S.of Bukpui,24.10246,92.811355,N24E092,3231,2921,737.0,33.0447,84.2874
22556,MZ/MAM/83D08/2020/11,Mizoram,Mamit,North of Zamuang slide,24.11,92.39,N24E092,3204,1404,281.0,5.5672,114.5311
22557,MZ/MAM/83D08/2020/12,Mizoram,Mamit,South of Zawlnuam slide,24.12,92.38,N24E092,3168,1368,123.0,19.8968,300.954
22558,MZ/MAM/83D08/2020/13,Mizoram,Mamit,South of Zawlnuam slide,24.12,92.36,N24E092,3168,1296,117.0,18.533,320.5885
22559,MZ/MAM/83D08/2020/19,Mizoram,Mamit,West of Chuvel slide,24.12,92.46,N24E092,3168,1656,129.0,6.9036,326.6792
22560,MZ/AIZ/83D16/2016/53,Mizoram,Aizawl,N of Bukpui,24.125294,92.805847,N24E092,3149,2901,703.0,9.4258,55.8969
22561,MZ/AIZ/83D16/2016/54,Mizoram,Aizawl,N of Bukpui,24.125631,92.805948,N24E092,3148,2901,701.0,11.9273,67.4693
22562,MZ/AIZ/83D16/2016/55,Mizoram,Aizawl,N of Bukpui,24.125996,92.805874,N24E092,3146,2901,699.0,16.08,90.8044
22563,MZ/KOL/83D12/2020/2,Mizoram,Mamit,South of Suarhliap slide,24.13,92.52,N24E092,3132,1872,302.0,14.2223,122.8802
22564,MZ/MAM/83D08/2020/18,Mizoram,Mamit,Kolalian-Hriphaw-Zamuang slide 2,24.14,92.41,N24E092,3096,1476,318.0,18.484,52.7486
22565,MZ/AIZ/83D16/2016/57,Mizoram,Aizawl,S of Thingtlegh,24.146606,92.796528,N24E092,3072,2868,702.0,33.2415,109.8527
22566,MZ/MAM/83D08/2020/17,Mizoram,Mamit,Kolalian-Hriphaw-Zamuang slide 1,24.15,92.41,N24E092,3060,1476,153.0,17.7919,299.4607
22567,MZ/AIZ/83D16/2016/56,Mizoram,Aizawl,thingtleh,24.162021,92.797605,N24E092,3017,2871,752.0,24.9037,325.0238
22568,MZ/MAM/83D08/2020/15,Mizoram,Mamit,South of Bungthuan slide,24.17,92.33,N24E092,2988,1188,72.0,11.5089,219.1814
22569,MZ/KOL/83D12/2020/3,Mizoram,Mamit,Mamit-Zamuang road junction slide,24.17,92.53,N24E092,2988,1908,117.0,34.3746,178.8853
22570,MZ/KOL/83D12/2020/4,Mizoram,Mamit,Bairabi Suarhliap slide,24.17,92.52,N24E092,2988,1872,65.0,18.9247,131.376
22571,MZ/KOL/83D12/2016/19,Mizoram,Kolasib,towards hartoki,24.170329,92.641325,N24E092,2987,2309,137.0,4.7861,316.4704
22572,MZ/KOL/83D12/2016/18,Mizoram,Kolasib,towards hartoki,24.171459,92.641035,N24E092,2983,2308,140.0,6.0948,155.4534
22573,MZ/AIZ/83D16/2016/127,Mizoram,Aizawl,New Vervek,24.175865,92.945618,N24E092,2967,3404,506.0,28.4875,345.8045
22574,MZ/KOL/83D12/2020/1,Mizoram,Kolasib,Bairabi bridge slide,24.18,92.54,N24E092,2952,1944,82.0,23.0501,357.0119
22575,MZ/KOL/83D12/2016/2,Mizoram,Kolasib,Slide near polytechnique,24.180261,92.690737,N24E092,2951,2487,686.0,31.9454,159.1623
22576,MZ/AIZ/83D16/2016/117,Mizoram,Aizawl,2.5km east of New vervek,24.182669,92.950748,N24E092,2942,3423,454.0,30.5832,306.5655
22577,MZ/AIZ/83D16/2016/116,Mizoram,Aizawl,2km east of New Vervek,24.182783,92.949911,N24E092,2942,3420,455.0,23.1801,107.6043
22578,MZ/AIZ/83D16/2016/115,Mizoram,Aizawl,"New Vervek, 18km Tipaimukh,",24.183115,92.949989,N24E092,2941,3420,460.0,22.3004,95.6627
22579,MZ/AIZ/83D16/2016/34,Mizoram,Aizawl,N. Of Thingtleh,24.183717,92.798909,N24E092,2939,2876,743.0,21.228,303.5169
22580,MZ/AIZ/83D16/2016/118,Mizoram,Aizawl,towards Tipaimukh,24.184022,92.951257,N24E092,2938,3425,453.0,25.1279,239.3979
22581,MZ/KOL/83D12/2016/17,Mizoram,Kolasib,towards hartoki,24.187212,92.633859,N24E092,2926,2282,199.0,13.8585,98.4899
22582,MZ/KOL/83D12/2016/11,Mizoram,Kolasib,Bhairabi road,24.188117,92.595278,N24E092,2923,2143,155.0,10.1709,302.7779
22583,MZ/AIZ/83D16/2016/103,Mizoram,Aizawl,N. Of New Vervek,24.188702,92.943036,N24E092,2921,3395,486.0,31.4336,70.6668
22584,MZ/MAM/83D08/2020/14,Mizoram,Mamit,North Bungthuan slide,24.19,92.33,N24E092,2916,1188,70.0,8.3554,234.645
22585,MZ/AIZ/83D16/2016/104,Mizoram,Aizawl,N. Of New Vervek,24.190369,92.94432,N24E092,2915,3400,496.0,35.6707,43.8079
22586,MZ/AIZ/83D16/2016/105,Mizoram,Aizawl,N. Of New Vervek,24.190711,92.943593,N24E092,2913,3397,521.0,30.7793,63.357
22587,MZ/AIZ/83D16/2016/106,Mizoram,Aizawl,N. Of New Vervek,24.191114,92.943311,N24E092,2912,3396,533.0,32.7184,99.0608
22588,MZ/AIZ/83D16/2016/107,Mizoram,Aizawl,N. Of New Vervek,24.192522,92.944635,N24E092,2907,3401,520.0,32.2512,77.7808
22589,MZ/AIZ/83D16/2016/108,Mizoram,Aizawl,N. Of New Vervek,24.19265,92.944583,N24E092,2906,3400,538.0,37.3789,70.1826
22590,MZ/AIZ/83D16/2016/125,Mizoram,Aizawl,8 km wast of Tipaimukh,24.193061,92.992877,N24E092,2905,3574,249.0,25.5302,1.0645
22591,MZ/AIZ/83D16/2016/110,Mizoram,Aizawl,N. Of New Vervek,24.193682,92.946417,N24E092,2903,3407,531.0,35.5015,165.9621
22592,MZ/AIZ/83D16/2016/109,Mizoram,Aizawl,N. Of New Vervek,24.194015,92.944562,N24E092,2902,3400,536.0,34.8355,142.2653
22593,MZ/AIZ/83D16/2016/119,Mizoram,Aizawl,14km east of New Vervek,24.194252,92.963806,N24E092,2901,3470,330.0,7.2812,306.9989
22594,MZ/AIZ/83D16/2016/111,Mizoram,Aizawl,N. Of New Vervek,24.197474,92.947295,N24E092,2889,3410,584.0,29.8954,39.2578
22595,MZ/AIZ/83D16/2016/126,Mizoram,Aizawl,towards Tuival R.,24.197817,92.993923,N24E092,2888,3578,258.0,26.7861,100.1579
22596,MZ/AIZ/83D16/2016/112,Mizoram,Aizawl,N. Of New Vervek,24.198831,92.946348,N24E092,2884,3407,581.0,32.5163,81.2361
22597,MZ/AIZ/83D16/2016/122,Mizoram,Aizawl,towards Tuival R.,24.199114,92.992916,N24E092,2883,3574,257.0,43.6083,16.2284
22598,MZ/AIZ/83D16/2016/123,Mizoram,Aizawl,towards Tuival R.,24.199185,92.992094,N24E092,2883,3572,268.0,41.0444,357.9557
22599,MZ/AIZ/83D16/2016/124,Mizoram,Aizawl,8 km wast of Tipaimukh,24.199201,92.993156,N24E092,2883,3575,247.0,41.2228,14.0682
22600,MZ/MAM/83D08/2020/16,Mizoram,Mamit,North of Hriphaw slide,24.2,92.42,N24E092,2880,1512,556.0,17.4507,278.887
22601,MZ/AIZ/83D16/2016/120,Mizoram,Aizawl,9 km wast of Tipaimukh,24.200487,92.985172,N24E092,2878,3547,269.0,30.9402,305.493
22602,MZ/AIZ/83D16/2016/121,Mizoram,Aizawl,9 km wast of Tipaimukh,24.200746,92.98517,N24E092,2877,3547,259.0,29.1579,308.0655
22603,MZ/AIZ/83D16/2016/114,Mizoram,Aizawl,S. Of Sakawrdai,24.201154,92.944079,N24E092,2876,3399,584.0,27.7718,96.1763
22604,MZ/KOL/83D12/2016/3,Mizoram,Kolasib,kolasib nh54 near rb motors,24.211504,92.679258,N24E092,2839,2445,713.0,25.0412,296.7724
22605,MZ/KOL/83D12/2016/4,Mizoram,Kolasib,kolasib nh54 near rb motors,24.214366,92.680404,N24E092,2828,2449,680.0,26.394,277.026
22606,MZ/AIZ/83D16/2016/25,Mizoram,Aizawl,2.6km S of N. Hlimen,24.215868,92.802452,N24E092,2823,2889,694.0,22.4404,284.7602
22607,MZ/AIZ/83D16/2016/26,Mizoram,Aizawl,2.5km S of S.Hlimen,24.216509,92.802591,N24E092,2821,2889,690.0,24.8932,276.0072
22608,MZ/KOL/83D12/2016/20,Mizoram,Kolasib,towards kolasib,24.217097,92.632545,N24E092,2818,2277,187.0,4.446,316.776
22609,MZ/AIZ/83D16/2016/113,Mizoram,Aizawl,Near Sakawrdai School,24.218066,92.951214,N24E092,2815,3424,602.0,19.7137,169.2945
22610,MZ/AIZ/83D16/2016/27,Mizoram,Aizawl,S. Of N.Hlimen,24.220596,92.802961,N24E092,2806,2891,677.0,19.4416,319.1753
22611,MZ/AIZ/83D16/2016/128,Mizoram,Aizawl,Sakawrdai,24.222837,92.952639,N24E092,2798,3430,599.0,1.9227,164.6698
22612,MZ/AIZ/83D16/2016/24,Mizoram,Aizawl,East of North Hlimen,24.225579,92.805884,N24E092,2788,2901,609.0,25.2003,166.3633
22613,MZ/AIZ/83D16/2016/28,Mizoram,Aizawl,E. Of N. Hlimen,24.225691,92.805445,N24E092,2788,2900,611.0,20.2616,162.5101
22614,MZ/AIZ/83D16/2016/23,Mizoram,Aizawl,East of North Hlimen,24.225969,92.805611,N24E092,2787,2900,624.0,19.4661,174.9579
22615,MZ/AIZ/83D16/2016/30,Mizoram,Aizawl,East of North Hlimen,24.229303,92.819002,N24E092,2775,2948,493.0,13.6779,243.3213
22616,MZ/AIZ/83D16/2016/31,Mizoram,Aizawl,East of North Hlimen,24.232551,92.81525,N24E092,2763,2935,494.0,31.8446,175.492
22617,MZ/AIZ/83D16/2016/129,Mizoram,Aizawl,E.of Vaitin,24.233808,92.978777,N24E092,2758,3524,587.0,17.1277,28.375
22618,MZ/AIZ/83D16/2016/33,Mizoram,Aizawl,N. Hlimen (on the way to pump,24.237794,92.805727,N24E092,2744,2901,657.0,12.2733,338.4558
22619,MZ/KOL/83D12/2016/16,Mizoram,Kolasib,towards chimluang suam,24.23782,92.612062,N24E092,2744,2203,185.0,14.2817,276.3894
22620,MZ/AIZ/83D16/2016/32,Mizoram,Aizawl,West of N. Hlimen (near pump,24.237872,92.798117,N24E092,2744,2873,466.0,25.6711,205.7209
22621,MZ/KOL/83D12/2016/5,Mizoram,Kolasib,kolasib nh54,24.238745,92.681538,N24E092,2741,2454,554.0,9.1234,95.7852
22622,MZ/KOL/83D12/2016/21,Mizoram,Kolasib,towards kolasib,24.239118,92.639369,N24E092,2739,2302,129.0,29.1295,95.4172
22624,MZ/KOL/83D12/2016/1,Mizoram,Kolasib,Rengtekawn,24.240244,92.694292,N24E092,2735,2499,495.0,19.4451,248.4804
22626,MZ/AIZ/83D16/2016/130,Mizoram,Aizawl,Near Sakawrdai,24.242764,92.955406,N24E092,2726,3439,675.0,18.1473,237.0933
22627,MZ/KOL/83D12/2016/22,Mizoram,Kolasib,towards kolasib,24.243567,92.645801,N24E092,2723,2325,73.0,12.5716,215.2518
22628,MZ/KOL/83D12/2016/6,Mizoram,Kolasib,tuithaveng,24.24496,92.683014,N24E092,2718,2459,467.0,29.0026,73.8947
22629,MZ/KOL/83D12/2016/7,Mizoram,Kolasib,tuithaveng check post,24.245649,92.681551,N24E092,2716,2454,505.0,24.7631,55.8414
22630,MZ/AIZ/83D16/2016/132,Mizoram,Aizawl,west of Sakawrdai towards,24.246076,92.948994,N24E092,2714,3416,696.0,13.7783,317.9569
22631,MZ/AIZ/83D16/2016/131,Mizoram,Aizawl,west of Sakawrdai towards,24.248558,92.954177,N24E092,2705,3435,710.0,15.6484,211.5268
22632,MZ/KLS/83D11/2020/17,Mizoram,Kolasib,GosenVeng slide 2,24.25,92.68,N24E092,2700,2448,466.0,40.6729,36.8108
22633,MZ/KLS/83D11/2020/16,Mizoram,Kolasib,GosenVeng slide 1,24.26,92.69,N24E092,2664,2484,353.0,29.7971,269.5951
22634,MZ/KLS/83D11/2020/18,Mizoram,Kolasib,GosenVeng slide 3,24.26,92.67,N24E092,2664,2412,191.0,15.5824,57.5248
22635,MZ/KLS/83D11/2020/19,Mizoram,Kolasib,N/A,24.26,92.65,N24E092,2664,2340,51.0,7.1684,320.5577
22636,MZ/KLS/83D11/2020/20,Mizoram,Kolasib,Zero Point slide 6,24.26,92.65,N24E092,2664,2340,51.0,7.1684,320.5577
22637,MZ/KLS/83D11/2020/11,Mizoram,Kolasib,Zero Point slide 2,24.26,92.65,N24E092,2664,2340,51.0,7.1684,320.5577
22639,MZ/KOL/83D15/2020/16,Mizoram,Kolasib,N. Hlimen slide 1,24.26,92.81,N24E092,2664,2916,710.0,12.5581,113.5584
22640,MZ/KOL/83D15/2020/17,Mizoram,Kolasib,N. Hlimen slide 2,24.26,92.81,N24E092,2664,2916,710.0,12.5581,113.5584
22641,MZ/KLS/83D11/2020/10,Mizoram,Kolasib,Zero Point slide 1,24.27,92.65,N24E092,2628,2340,64.0,16.6004,93.8919
22642,MZ/KLS/83D11/2020/12,Mizoram,Kolasib,Zero Point slide 3,24.27,92.65,N24E092,2628,2340,64.0,16.6004,93.8919
22643,MZ/KLS/83D11/2020/13,Mizoram,Kolasib,Zero Point slide 4,24.27,92.65,N24E092,2628,2340,64.0,16.6004,93.8919
22644,MZ/KOL/83D15/2020/18,Mizoram,Kolasib,N. Hlimen slide 3,24.27,92.81,N24E092,2628,2916,544.0,16.9885,210.5689
22645,MZ/KLS/83D11/2020/8,Mizoram,Kolasib,Saihapui K slide 1,24.28,92.64,N24E092,2592,2304,51.0,4.51,128.0014
22646,MZ/KLS/83D11/2020/9,Mizoram,Kolasib,Saihapui K slide 2,24.28,92.65,N24E092,2592,2340,103.0,15.8628,241.0381
22647,MZ/KOL/83D15/2020/19,Mizoram,Kolasib,N. Hlimen slide 4,24.28,92.81,N24E092,2592,2916,580.0,34.8925,281.3788
22648,MZ/KLS/83D11/2020/6,Mizoram,Kolasib,Omloi slide,24.29,92.65,N24E092,2556,2340,112.0,8.0841,152.0377
22649,MZ/AIZ/83D15/2020/8,Mizoram,Aizawl,Palsang-Zohmun slide,24.29,92.95,N24E092,2556,3420,968.0,12.5383,290.2273
22651,MZ/KOL/83D15/2020/20,Mizoram,Kolasib,N. Hlimen slide 5,24.29,92.82,N24E092,2556,2952,574.0,47.3401,107.5816
22652,MZ/KLS/83D11/2020/7,Mizoram,Kolasib,Bilkhawthlir- Kolasib road slide,24.3,92.7,N24E092,2520,2520,367.0,13.8828,152.1531
22653,MZ/KLS/83D11/2020/15,Mizoram,Kolasib,Kolasib- Bilkhawthlir slide,24.31,92.71,N24E092,2484,2556,340.0,11.6769,64.4819
22654,MZ/KOL/83D15/2020/21,Mizoram,Kolasib,N. Hlimen slide 6,24.32,92.84,N24E092,2448,3024,305.0,53.3906,96.7337
22655,MZ/KLS/83D11/2020/14,Mizoram,Kolasib,Bilkhawthlir slide,24.33,92.72,N24E092,2412,2592,375.0,6.8832,242.0082
22656,MZ/KOL/83D15/2020/22,Mizoram,Kolasib,N. Hlimen slide 7,24.33,92.84,N24E092,2412,3024,459.0,42.2802,110.313
22657,MZ/KLS/83D11/2020/21,Mizoram,Kolasib,Zukbual slide,24.34,92.66,N24E092,2376,2376,43.0,1.4499,241.3359
22658,MZ/KLS/83D11/2020/24,Mizoram,Kolasib,Bilkawthlir slide 2,24.34,92.71,N24E092,2376,2556,169.0,18.2132,241.3359
