Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
23591,MIZ/AZL/2024/763,Mizoram,Aizawl,,23.10074722,93.18785278,2024-07-02,978.0,25.9603,305.5804,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23592,MIZ/AZL/2024/764,Mizoram,Aizawl,,23.09954722,93.18600278,2024-07-02,913.0,22.4738,290.6209,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23595,MIZ/AZL/2024/767,Mizoram,Aizawl,,23.0983,93.17597222,2024-07-02,979.0,17.9933,230.5453,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23596,MIZ/AZL/2024/768,Mizoram,Aizawl,,23.110975,93.21260278,2024-05-28,1020.0,28.151,71.0216,31.8,60.9,90.4,Open-Meteo historical weather,reanalysis,available,0.426417,0.414833,0.243792,0.310833,0.348969,Open-Meteo ERA5-Land,reanalysis,available
23597,MIZ/AZL/2024/769,Mizoram,Aizawl,,23.25986389,93.16155278,2024-10-28,1215.0,25.8343,21.9024,0.0,0.0,14.1,Open-Meteo historical weather,reanalysis,available,0.338208,0.346833,0.366333,0.404333,0.363927,Open-Meteo ERA5-Land,reanalysis,available
23598,MIZ/AZL/2024/770,Mizoram,Aizawl,,23.25828611,93.15288333,2024-11-28,1207.0,30.3485,321.3582,1.8,1.8,7.1,Open-Meteo historical weather,reanalysis,available,0.278542,0.274542,0.31825,0.384208,0.313885,Open-Meteo ERA5-Land,reanalysis,available
23599,MIZ/AZL/2024/771,Mizoram,Aizawl,,23.26126111,93.15070556,2024-11-28,1098.0,18.0465,291.1129,1.8,1.8,7.1,Open-Meteo historical weather,reanalysis,available,0.278542,0.274542,0.31825,0.384208,0.313885,Open-Meteo ERA5-Land,reanalysis,available
23600,MIZ/AZL/2024/772,Mizoram,Aizawl,,23.25951944,93.15917222,2024-09-28,1252.0,16.3288,38.0585,3.0,20.6,64.8,Open-Meteo historical weather,reanalysis,available,0.393833,0.396875,0.395333,0.417,0.40076,Open-Meteo ERA5-Land,reanalysis,available
23601,MIZ/AZL/2024/773,Mizoram,Aizawl,,23.27598056,93.14351667,2024-07-02,663.0,7.3704,81.0002,21.3,71.9,117.6,Open-Meteo historical weather,reanalysis,available,0.428167,0.428875,0.426792,0.332792,0.404156,Open-Meteo ERA5-Land,reanalysis,available
23603,MIZ/AZL/2024/775,Mizoram,Aizawl,,23.281075,93.144075,2024-07-02,653.0,24.6649,73.6196,21.3,71.9,117.6,Open-Meteo historical weather,reanalysis,available,0.428167,0.428875,0.426792,0.332792,0.404156,Open-Meteo ERA5-Land,reanalysis,available
23604,MIZ/AZL/2024/776,Mizoram,Aizawl,,23.32829167,93.12184167,2024-09-28,869.0,26.1233,190.8785,1.8,16.4,50.4,Open-Meteo historical weather,reanalysis,available,0.390875,0.394542,0.394958,0.417,0.399344,Open-Meteo ERA5-Land,reanalysis,available
23605,MIZ/AZL/2024/777,Mizoram,Aizawl,,23.33529167,93.11214167,2024-07-02,1144.0,30.6554,212.8773,21.3,71.9,117.6,Open-Meteo historical weather,reanalysis,available,0.428167,0.428875,0.426792,0.332792,0.404156,Open-Meteo ERA5-Land,reanalysis,available
23606,MIZ/KOL/2024/778,Mizoram,Kolasib,,23.41421944,93.10569167,2024-08-13,1023.0,26.7757,353.98,13.7,19.7,42.9,Open-Meteo historical weather,reanalysis,available,0.412917,0.415167,0.419417,0.417,0.416125,Open-Meteo ERA5-Land,reanalysis,available
23608,MIZ/KOL/2024/780,Mizoram,Kolasib,,23.50882222,93.09170278,2024-07-02,685.0,25.6444,254.8513,20.0,87.7,132.4,Open-Meteo historical weather,reanalysis,available,0.427875,0.428625,0.425583,0.326417,0.402125,Open-Meteo ERA5-Land,reanalysis,available
23609,MIZ/KOL/2024/781,Mizoram,Kolasib,,23.54130278,93.10256944,2024-09-12,635.0,6.6376,166.8439,1.9,23.8,47.3,Open-Meteo historical weather,reanalysis,available,0.411292,0.412542,0.407292,0.422125,0.413312,Open-Meteo ERA5-Land,reanalysis,available
23610,MIZ/KOL/2024/782,Mizoram,Kolasib,,23.54600556,93.09247222,2024-09-12,791.0,23.3379,79.1874,3.8,35.0,62.9,Open-Meteo historical weather,reanalysis,available,0.411292,0.412542,0.407292,0.422125,0.413312,Open-Meteo ERA5-Land,reanalysis,available
23611,MIZ/KOL/2024/783,Mizoram,Kolasib,,23.54286944,93.08539722,2024-09-12,916.0,22.8621,65.6241,3.8,35.0,62.9,Open-Meteo historical weather,reanalysis,available,0.411292,0.412542,0.407292,0.422125,0.413312,Open-Meteo ERA5-Land,reanalysis,available
23612,MIZ/KOL/2024/784,Mizoram,Kolasib,,23.56332778,93.10553333,2024-10-22,724.0,25.5783,226.7768,2.4,3.1,10.4,Open-Meteo historical weather,reanalysis,available,0.360292,0.366458,0.381333,0.411,0.379771,Open-Meteo ERA5-Land,reanalysis,available
23613,MIZ/KOL/2024/785,Mizoram,Kolasib,,23.56785,93.10472222,2024-09-12,659.0,19.0966,194.0226,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23614,MIZ/KOL/2024/786,Mizoram,Kolasib,,23.56413333,93.11378889,2024-09-12,740.0,14.6099,344.2759,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23615,MIZ/KOL/2024/787,Mizoram,Kolasib,,23.56233889,93.11890833,2024-09-12,816.0,33.5608,285.2071,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23617,MIZ/KOL/2024/789,Mizoram,Kolasib,,23.56238611,93.12376667,2024-09-12,762.0,23.4678,335.9971,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23618,MIZ/KOL/2024/790,Mizoram,Kolasib,,23.56404167,93.10752222,2024-09-12,758.0,3.1663,331.3882,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23619,MIZ/KOL/2024/791,Mizoram,Kolasib,,23.56145278,93.10908889,2024-09-12,730.0,20.3515,287.7873,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23620,MIZ/KOL/2024/792,Mizoram,Kolasib,,23.55881111,93.10900556,2024-09-12,756.0,6.8305,227.4901,0.7,22.6,41.7,Open-Meteo historical weather,reanalysis,available,0.411625,0.413292,0.406167,0.422458,0.413385,Open-Meteo ERA5-Land,reanalysis,available
23622,MIZ/KOL/2024/794,Mizoram,Kolasib,,23.5356,93.10656944,2024-09-13,687.0,29.4078,349.6232,1.9,5.9,44.2,Open-Meteo historical weather,reanalysis,available,0.422042,0.421208,0.408792,0.422,0.41851,Open-Meteo ERA5-Land,reanalysis,available
23623,MIZ/AZL/2024/795,Mizoram,Aizawl,,23.34297778,93.057775,2024-09-13,875.0,26.9373,313.2288,10.0,30.9,59.5,Open-Meteo historical weather,reanalysis,available,0.42525,0.425417,0.414708,0.422,0.421844,Open-Meteo ERA5-Land,reanalysis,available
23624,MIZ/AZL/2024/796,Mizoram,Aizawl,,23.35406111,93.04156111,2024-09-28,516.0,10.5397,301.4687,0.8,21.2,67.0,Open-Meteo historical weather,reanalysis,available,0.38625,0.390417,0.390542,0.416167,0.395844,Open-Meteo ERA5-Land,reanalysis,available
23625,MIZ/AZL/2024/797,Mizoram,Aizawl,,23.35958611,93.04477222,2024-09-28,595.0,30.2762,306.1025,0.8,21.2,67.0,Open-Meteo historical weather,reanalysis,available,0.38625,0.390417,0.390542,0.416167,0.395844,Open-Meteo ERA5-Land,reanalysis,available
23626,MIZ/KOL/2024/798,Mizoram,Kolasib,,23.36556111,93.05125278,2024-07-09,696.0,21.5595,340.4441,11.0,26.3,71.4,Open-Meteo historical weather,reanalysis,available,0.423417,0.422625,0.419167,0.359625,0.406208,Open-Meteo ERA5-Land,reanalysis,available
23627,MIZ/KOL/2024/799,Mizoram,Kolasib,,23.36966389,93.04609444,2024-07-09,568.0,40.7688,111.4753,11.0,26.3,71.4,Open-Meteo historical weather,reanalysis,available,0.423417,0.423208,0.42,0.36525,0.407969,Open-Meteo ERA5-Land,reanalysis,available
23629,MIZ/KOL/2024/801,Mizoram,Kolasib,,23.03821667,93.12529444,2024-09-17,435.0,33.9108,101.107,8.2,17.4,107.1,Open-Meteo historical weather,reanalysis,available,0.404958,0.406708,0.418917,0.425,0.413896,Open-Meteo ERA5-Land,reanalysis,available
23630,MIZ/KOL/2024/802,Mizoram,Kolasib,,23.54294167,93.23821667,2024-09-24,1546.0,25.5904,296.6068,18.4,18.4,28.9,Open-Meteo historical weather,reanalysis,available,0.385292,0.37575,0.396042,0.418,0.393771,Open-Meteo ERA5-Land,reanalysis,available
23632,MIZ/KOL/2024/804,Mizoram,Kolasib,,24.55205833,93.25569167,2024-07-09,235.0,4.9548,27.5092,24.6,58.7,100.1,Open-Meteo historical weather,reanalysis,available,0.427708,0.4285,0.427167,0.402208,0.421396,Open-Meteo ERA5-Land,reanalysis,available
23637,MIZ/KOL/2024/809,Mizoram,Kolasib,,24.599425,93.30004722,2024-08-24,520.0,23.6256,200.8631,11.6,107.3,243.0,Open-Meteo historical weather,reanalysis,available,0.423375,0.424667,0.426583,0.429,0.425906,Open-Meteo ERA5-Land,reanalysis,available
23638,MIZ/KOL/2024/810,Mizoram,Kolasib,,24.60921944,93.30050278,2024-09-24,720.0,39.2619,66.9747,4.1,4.8,7.8,Open-Meteo historical weather,reanalysis,available,0.381042,0.374375,0.389625,0.415,0.39001,Open-Meteo ERA5-Land,reanalysis,available
23640,MIZ/KOL/2024/812,Mizoram,Kolasib,,24.64528611,93.28593611,2024-09-24,570.0,25.8758,353.1464,3.3,3.6,6.1,Open-Meteo historical weather,reanalysis,available,0.381042,0.374375,0.389625,0.415,0.39001,Open-Meteo ERA5-Land,reanalysis,available
23641,MIZ/KOL/2024/813,Mizoram,Kolasib,,24.02205833,93.29369167,2024-09-24,1201.0,27.1884,353.0642,12.1,12.8,23.1,Open-Meteo historical weather,reanalysis,available,0.378917,0.372458,0.389083,0.415625,0.389021,Open-Meteo ERA5-Land,reanalysis,available
23642,MIZ/KOL/2024/814,Mizoram,Kolasib,,23.01689167,93.283175,2024-09-24,885.0,30.6528,290.7989,18.6,18.7,23.1,Open-Meteo historical weather,reanalysis,available,0.38075,0.378875,0.396417,0.42,0.39401,Open-Meteo ERA5-Land,reanalysis,available
23643,MIZ/KOL/2024/815,Mizoram,Kolasib,,24.02782222,93.28944444,2024-07-02,816.0,28.773,21.7874,23.7,93.9,155.0,Open-Meteo historical weather,reanalysis,available,0.427542,0.426417,0.404292,0.316875,0.393781,Open-Meteo ERA5-Land,reanalysis,available
23644,MIZ/KOL/2024/816,Mizoram,Kolasib,,24.04014167,93.2915,2024-07-02,666.0,22.4171,220.94,18.5,102.9,150.0,Open-Meteo historical weather,reanalysis,available,0.427542,0.426417,0.404292,0.316875,0.393781,Open-Meteo ERA5-Land,reanalysis,available
23645,MIZ/KOL/2024/817,Mizoram,Kolasib,,24.03980278,93.29373889,2024-07-02,749.0,25.5759,235.491,18.5,102.9,150.0,Open-Meteo historical weather,reanalysis,available,0.427542,0.426417,0.404292,0.316875,0.393781,Open-Meteo ERA5-Land,reanalysis,available
23646,MIZ/KOL/2024/818,Mizoram,Kolasib,,24.05823611,93.28901944,2024-07-02,585.0,29.8468,222.2205,18.5,102.9,150.0,Open-Meteo historical weather,reanalysis,available,0.428042,0.428625,0.425,0.323125,0.401198,Open-Meteo ERA5-Land,reanalysis,available
23647,MIZ/KOL/2024/819,Mizoram,Kolasib,,24.09210556,93.29866667,2024-09-24,923.0,15.9504,242.1429,17.5,19.3,23.8,Open-Meteo historical weather,reanalysis,available,0.379542,0.374,0.390042,0.415125,0.389677,Open-Meteo ERA5-Land,reanalysis,available
23648,MIZ/KOL/2024/820,Mizoram,Kolasib,,24.12428889,93.318525,2024-07-02,606.0,11.5376,92.2724,24.5,113.1,180.5,Open-Meteo historical weather,reanalysis,available,0.428042,0.428625,0.425,0.323125,0.401198,Open-Meteo ERA5-Land,reanalysis,available
23652,MIZ/KOL/2024/825,Mizoram,Kolasib,,24.297775,93.34159722,2024-09-24,562.0,27.2487,315.0097,24.4,24.4,25.9,Open-Meteo historical weather,reanalysis,available,0.367667,0.365583,0.38275,0.414,0.3825,Open-Meteo ERA5-Land,reanalysis,available
23654,MIZ/KOL/2024/827,Mizoram,Kolasib,,24.35137778,93.34095556,2024-09-24,315.0,10.1474,208.1358,23.1,23.2,24.4,Open-Meteo historical weather,reanalysis,available,0.380083,0.375333,0.39075,0.415,0.390292,Open-Meteo ERA5-Land,reanalysis,available
23657,MIZ/KOL/2024/830,Mizoram,Kolasib,,23.631219,93.118033,2024-08-15,670.0,7.0637,161.2861,22.9,54.1,75.1,Open-Meteo historical weather,reanalysis,available,0.421375,0.422625,0.419833,0.416,0.419958,Open-Meteo ERA5-Land,reanalysis,available
23664,MIZ/KOL/2024/838,Mizoram,Kolasib,,24.56771111,93.14291667,2024-07-09,461.0,10.1921,302.6996,24.3,54.3,115.3,Open-Meteo historical weather,reanalysis,available,0.427,0.427083,0.427625,0.4215,0.425802,Open-Meteo ERA5-Land,reanalysis,available
23665,MIZ/KOL/2024/839,Mizoram,Kolasib,,24.57467222,93.14389722,2024-07-09,584.0,26.0516,245.5482,24.3,54.3,115.3,Open-Meteo historical weather,reanalysis,available,0.427,0.427083,0.427625,0.4215,0.425802,Open-Meteo ERA5-Land,reanalysis,available
23666,MIZ/KOL/2024/840,Mizoram,Kolasib,,24.57470833,93.13897222,2024-07-09,349.0,32.5402,212.4813,24.3,54.3,115.3,Open-Meteo historical weather,reanalysis,available,0.427,0.427083,0.427625,0.4215,0.425802,Open-Meteo ERA5-Land,reanalysis,available
23667,MIZ/KOL/2024/841,Mizoram,Kolasib,,24.57151389,93.141725,2024-07-02,378.0,24.6464,188.9272,25.1,124.1,213.2,Open-Meteo historical weather,reanalysis,available,0.427667,0.428958,0.428667,0.397333,0.420656,Open-Meteo ERA5-Land,reanalysis,available
23668,MIZ/KOL/2024/842,Mizoram,Kolasib,,24.56917222,93.14073611,2024-07-02,355.0,27.8031,330.1397,25.1,124.1,213.2,Open-Meteo historical weather,reanalysis,available,0.427667,0.428958,0.428667,0.397333,0.420656,Open-Meteo ERA5-Land,reanalysis,available
23669,MIZ/KOL/2024/843,Mizoram,Kolasib,,24.5606,93.13071389,2024-07-07,464.0,29.2062,349.915,22.1,52.5,168.8,Open-Meteo historical weather,reanalysis,available,0.423542,0.425708,0.427667,0.4175,0.423604,Open-Meteo ERA5-Land,reanalysis,available
23670,MIZ/KOL/2024/844,Mizoram,Kolasib,,24.55987778,93.12541667,2024-07-07,334.0,23.6561,257.1898,16.3,46.6,187.7,Open-Meteo historical weather,reanalysis,available,0.423542,0.425708,0.427667,0.4175,0.423604,Open-Meteo ERA5-Land,reanalysis,available
23671,MIZ/KOL/2024/845,Mizoram,Kolasib,,24.08927222,93.12408611,2024-09-28,983.0,20.6657,240.4257,2.1,22.0,68.6,Open-Meteo historical weather,reanalysis,available,0.406708,0.410125,0.415042,0.417,0.412219,Open-Meteo ERA5-Land,reanalysis,available
23672,MIZ/KOL/2024/846,Mizoram,Kolasib,,24.10641389,93.12339944,2024-09-28,973.0,26.3786,146.3396,2.1,22.0,68.6,Open-Meteo historical weather,reanalysis,available,0.406708,0.410125,0.415042,0.417,0.412219,Open-Meteo ERA5-Land,reanalysis,available
23673,MIZ/KOL/2024/847,Mizoram,Kolasib,,24.10710778,93.11535444,2024-07-07,1001.0,36.1116,221.0231,9.2,23.8,133.5,Open-Meteo historical weather,reanalysis,available,0.422958,0.424083,0.419667,0.35025,0.40424,Open-Meteo ERA5-Land,reanalysis,available
23674,MIZ/KOL/2024/848,Mizoram,Kolasib,,24.10015917,93.10461389,2024-09-24,464.0,29.5754,337.9772,17.4,17.7,23.8,Open-Meteo historical weather,reanalysis,available,0.414583,0.400083,0.393667,0.417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
23675,MIZ/KOL/2024/849,Mizoram,Kolasib,,24.11104722,93.10374167,2024-09-24,584.0,25.4737,282.261,20.4,20.9,28.8,Open-Meteo historical weather,reanalysis,available,0.414583,0.400083,0.393667,0.417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
23676,MIZ/KOL/2024/850,Mizoram,Kolasib,,24.10506389,93.09593611,2024-09-24,319.0,22.9446,254.4743,20.4,20.9,28.8,Open-Meteo historical weather,reanalysis,available,0.414583,0.400083,0.393667,0.417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
23677,MIZ/KOL/2024/851,Mizoram,Kolasib,,24.10743611,93.09532222,2024-09-24,421.0,39.8112,207.911,20.4,20.9,28.8,Open-Meteo historical weather,reanalysis,available,0.414583,0.400083,0.393667,0.417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
23678,MIZ/KOL/2024/852,Mizoram,Kolasib,,24.10687222,93.08849722,2024-09-24,216.0,29.4125,312.9969,20.4,20.9,28.8,Open-Meteo historical weather,reanalysis,available,0.414583,0.400083,0.393667,0.417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,23.24231111,93.17726667,2024-07-17,647.0,16.2071,238.0564,6.6,35.5,60.7,Open-Meteo historical weather,reanalysis,available,0.417167,0.418458,0.411875,0.359625,0.401781,Open-Meteo ERA5-Land,reanalysis,available
23680,MIZ/AZL/2024/854,Mizoram,Aizawl,,23.24500833,93.17587222,2024-09-24,559.0,11.1205,74.4755,13.3,13.9,19.7,Open-Meteo historical weather,reanalysis,available,0.38575,0.377,0.394708,0.4195,0.39424,Open-Meteo ERA5-Land,reanalysis,available
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,23.24454722,93.17027222,2024-07-19,861.0,32.7841,103.8141,4.3,12.2,59.8,Open-Meteo historical weather,reanalysis,available,0.414333,0.4145,0.408875,0.362292,0.4,Open-Meteo ERA5-Land,reanalysis,available
23682,MIZ/AZL/2024/856,Mizoram,Aizawl,,23.20960722,93.13104722,2024-07-02,911.0,17.3221,108.9287,18.0,72.0,122.9,Open-Meteo historical weather,reanalysis,available,0.428625,0.429083,0.42675,0.3355,0.40499,Open-Meteo ERA5-Land,reanalysis,available
23683,MIZ/AZL/2024/857,Mizoram,Aizawl,,23.21068583,93.1212325,2024-07-02,1126.0,19.2309,50.3527,18.1,81.5,131.1,Open-Meteo historical weather,reanalysis,available,0.428625,0.429083,0.42675,0.3355,0.40499,Open-Meteo ERA5-Land,reanalysis,available
23684,MIZ/KOL/2024/858,Mizoram,Kolasib,,23.49216111,93.23695,2024-07-17,1309.0,24.5839,181.6581,17.9,36.2,61.0,Open-Meteo historical weather,reanalysis,available,0.409417,0.411125,0.407292,0.351833,0.394917,Open-Meteo ERA5-Land,reanalysis,available
22794,MZ/AZL/84A11/2024/094,Mizoram,Aizawl,"Thiak, Aizawl",23.46805556,92.71638889,2024-05-28,1135.0,27.7789,2.8805,65.0,128.9,173.2,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
23602,MIZ/AZL/2024/774,Mizoram,Aizawl,,23.27663889,93.14375,2024-07-02,655.0,8.1684,37.8677,21.3,71.9,117.6,Open-Meteo historical weather,reanalysis,available,0.428167,0.428875,0.426792,0.332792,0.404156,Open-Meteo ERA5-Land,reanalysis,available
23660,MIZ/KOL/2024/834,Mizoram,Kolasib,,23.62418333,93.14208611,2024-08-15,1381.0,27.4353,234.769,22.9,54.1,75.1,Open-Meteo historical weather,reanalysis,available,0.421375,0.422625,0.419833,0.416,0.419958,Open-Meteo ERA5-Land,reanalysis,available
23662,MIZ/KOL/2024/836,Mizoram,Kolasib,,23.56672222,93.13764444,2024-07-09,1140.0,27.489,288.1261,17.5,35.2,79.4,Open-Meteo historical weather,reanalysis,available,0.423125,0.421708,0.41825,0.355292,0.404594,Open-Meteo ERA5-Land,reanalysis,available
23663,MIZ/KOL/2024/837,Mizoram,Kolasib,,24.04014167,93.2915,2024-07-02,666.0,22.4171,220.94,18.5,102.9,150.0,Open-Meteo historical weather,reanalysis,available,0.427542,0.426417,0.404292,0.316875,0.393781,Open-Meteo ERA5-Land,reanalysis,available
23685,MIZ/KOL/2024/859,Mizoram,Kolasib,,23.504575,93.23805,2024-07-17,1419.0,27.4675,250.4427,17.9,36.2,61.0,Open-Meteo historical weather,reanalysis,available,0.409417,0.411125,0.407292,0.351833,0.394917,Open-Meteo ERA5-Land,reanalysis,available
23686,MIZ/KOL/2024/860,Mizoram,Kolasib,,24.15364444,93.02183611,2024-06-07,306.0,28.7914,27.9106,3.6,9.8,37.5,Open-Meteo historical weather,reanalysis,available,0.392917,0.377208,0.345083,0.321,0.359052,Open-Meteo ERA5-Land,reanalysis,available
23687,MIZ/KOL/2024/861,Mizoram,Kolasib,,24.15817222,93.02488611,2024-09-28,570.0,21.3945,348.9038,3.0,22.3,61.5,Open-Meteo historical weather,reanalysis,available,0.413708,0.416292,0.420458,0.418,0.417115,Open-Meteo ERA5-Land,reanalysis,available
23688,MIZ/KOL/2024/862,Mizoram,Kolasib,,24.23419444,93.02469167,2024-09-28,80.0,27.7778,276.1747,0.7,7.1,48.3,Open-Meteo historical weather,reanalysis,available,0.413708,0.416292,0.420458,0.418,0.417115,Open-Meteo ERA5-Land,reanalysis,available
23689,MIZ/KOL/2024/863,Mizoram,Kolasib,,24.32836667,93.00923056,2024-09-28,430.0,41.9584,151.3693,1.3,21.6,67.1,Open-Meteo historical weather,reanalysis,available,0.415292,0.417458,0.417292,0.416,0.41651,Open-Meteo ERA5-Land,reanalysis,available
23691,MIZ/KOL/2024/865,Mizoram,Kolasib,,24.40520278,93.06672222,2024-07-09,349.0,30.9036,58.6278,18.8,41.8,140.1,Open-Meteo historical weather,reanalysis,available,0.427417,0.427708,0.425625,0.397417,0.419542,Open-Meteo ERA5-Land,reanalysis,available
23692,MIZ/KOL/2024/866,Mizoram,Kolasib,,24.4259,93.13580556,2024-05-28,524.0,10.7145,290.0116,86.8,122.3,132.6,Open-Meteo historical weather,reanalysis,available,0.428833,0.425167,0.297042,0.315,0.36651,Open-Meteo ERA5-Land,reanalysis,available
23693,MIZ/KOL/2024/867,Mizoram,Kolasib,,24.44347778,93.15817778,2024-07-07,65.0,3.8415,15.3557,17.4,78.2,192.6,Open-Meteo historical weather,reanalysis,available,0.425208,0.4265,0.423667,0.37825,0.413406,Open-Meteo ERA5-Land,reanalysis,available
23695,MIZ/KOL/2024/869,Mizoram,Kolasib,,24.44857778,93.15738611,2024-07-07,75.0,19.8139,88.0689,17.4,78.2,192.6,Open-Meteo historical weather,reanalysis,available,0.425208,0.4265,0.423667,0.37825,0.413406,Open-Meteo ERA5-Land,reanalysis,available
23699,MIZ/KOL/2024/873,Mizoram,Kolasib,,24.65409167,93.204625,2024-07-17,134.0,22.4962,269.4401,13.8,78.6,135.9,Open-Meteo historical weather,reanalysis,available,0.423167,0.424458,0.428042,0.426958,0.425656,Open-Meteo ERA5-Land,reanalysis,available
23700,MIZ/KOL/2024/874,Mizoram,Kolasib,,24.65018056,93.20256667,2024-07-17,230.0,20.4266,358.6298,13.8,78.6,135.9,Open-Meteo historical weather,reanalysis,available,0.423167,0.424458,0.428042,0.426958,0.425656,Open-Meteo ERA5-Land,reanalysis,available
